depute_nom,groupe_abrev,scrutin_num,scrutin_date,vote_position,vote_dissident,scrutin_groupe,scrutin_fulldesc,scrutin_dossierLibelle,scrutin_typeLibelle,scrutin_typedetail
M. Régis Juanico,SOC,436,29/03/2018,absent,False,SOC,Scrutin n° 436 du 29/03/2018 : l'amendement n° 41 de M. Pupponi à l'article premier de la proposition de loi visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).,"Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,436,29/03/2018,absent,False,SOC,Scrutin n° 436 du 29/03/2018 : l'amendement n° 41 de M. Pupponi à l'article premier de la proposition de loi visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).,"Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,436,29/03/2018,absent,False,SOC,Scrutin n° 436 du 29/03/2018 : l'amendement n° 41 de M. Pupponi à l'article premier de la proposition de loi visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).,"Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,436,29/03/2018,absent,False,SOC,Scrutin n° 436 du 29/03/2018 : l'amendement n° 41 de M. Pupponi à l'article premier de la proposition de loi visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).,"Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,437,29/03/2018,contre,False,FI,Scrutin n° 437 du 29/03/2018 : l'amendement n° 14 de M. Larive après l'article premier de la proposition de loi visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).,"Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,437,29/03/2018,absent,False,FI,Scrutin n° 437 du 29/03/2018 : l'amendement n° 14 de M. Larive après l'article premier de la proposition de loi visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).,"Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,437,29/03/2018,absent,False,FI,Scrutin n° 437 du 29/03/2018 : l'amendement n° 14 de M. Larive après l'article premier de la proposition de loi visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).,"Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,437,29/03/2018,absent,False,FI,Scrutin n° 437 du 29/03/2018 : l'amendement n° 14 de M. Larive après l'article premier de la proposition de loi visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).,"Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,437,29/03/2018,absent,False,FI,Scrutin n° 437 du 29/03/2018 : l'amendement n° 14 de M. Larive après l'article premier de la proposition de loi visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).,"Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,437,29/03/2018,absent,False,FI,Scrutin n° 437 du 29/03/2018 : l'amendement n° 14 de M. Larive après l'article premier de la proposition de loi visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).,"Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,434,28/03/2018,absent,False,Gouvernement,"Scrutin n° 434 du 28/03/2018 : l'ensemble de la proposition de loi portant transposition de la directive du Parlement européen et du Conseil sur la protection des savoir-faire et des informations commerciales non divulgués contre l'obtention, l'utlisation et la divulgation illicites (première lecture).","Entreprises : protection des savoir-faire et des informations commerciales non divulgués	
",Scrutins publics ordinaires,autre
M. Julien Borowczyk,LAREM,434,28/03/2018,absent,False,Gouvernement,"Scrutin n° 434 du 28/03/2018 : l'ensemble de la proposition de loi portant transposition de la directive du Parlement européen et du Conseil sur la protection des savoir-faire et des informations commerciales non divulgués contre l'obtention, l'utlisation et la divulgation illicites (première lecture).","Entreprises : protection des savoir-faire et des informations commerciales non divulgués	
",Scrutins publics ordinaires,autre
M. Régis Juanico,SOC,434,28/03/2018,absent,False,Gouvernement,"Scrutin n° 434 du 28/03/2018 : l'ensemble de la proposition de loi portant transposition de la directive du Parlement européen et du Conseil sur la protection des savoir-faire et des informations commerciales non divulgués contre l'obtention, l'utlisation et la divulgation illicites (première lecture).","Entreprises : protection des savoir-faire et des informations commerciales non divulgués	
",Scrutins publics ordinaires,autre
Mme Nathalie Sarles,LAREM,434,28/03/2018,absent,False,Gouvernement,"Scrutin n° 434 du 28/03/2018 : l'ensemble de la proposition de loi portant transposition de la directive du Parlement européen et du Conseil sur la protection des savoir-faire et des informations commerciales non divulgués contre l'obtention, l'utlisation et la divulgation illicites (première lecture).","Entreprises : protection des savoir-faire et des informations commerciales non divulgués	
",Scrutins publics ordinaires,autre
M. Dino Cinieri,LR,434,28/03/2018,absent,False,Gouvernement,"Scrutin n° 434 du 28/03/2018 : l'ensemble de la proposition de loi portant transposition de la directive du Parlement européen et du Conseil sur la protection des savoir-faire et des informations commerciales non divulgués contre l'obtention, l'utlisation et la divulgation illicites (première lecture).","Entreprises : protection des savoir-faire et des informations commerciales non divulgués	
",Scrutins publics ordinaires,autre
Mme Valéria Faure-Muntian,LAREM,434,28/03/2018,absent,False,Gouvernement,"Scrutin n° 434 du 28/03/2018 : l'ensemble de la proposition de loi portant transposition de la directive du Parlement européen et du Conseil sur la protection des savoir-faire et des informations commerciales non divulgués contre l'obtention, l'utlisation et la divulgation illicites (première lecture).","Entreprises : protection des savoir-faire et des informations commerciales non divulgués	
",Scrutins publics ordinaires,autre
M. Jean-Michel Mis,LAREM,435,28/03/2018,absent,False,Gouvernement,"Scrutin n° 435 du 28/03/2018 : l'amendement n° 77 du Gouvernement à l'article premier de la proposition de loi, adoptée par le Sénat, visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).","Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,435,28/03/2018,absent,False,Gouvernement,"Scrutin n° 435 du 28/03/2018 : l'amendement n° 77 du Gouvernement à l'article premier de la proposition de loi, adoptée par le Sénat, visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).","Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,435,28/03/2018,absent,False,Gouvernement,"Scrutin n° 435 du 28/03/2018 : l'amendement n° 77 du Gouvernement à l'article premier de la proposition de loi, adoptée par le Sénat, visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).","Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,435,28/03/2018,absent,False,Gouvernement,"Scrutin n° 435 du 28/03/2018 : l'amendement n° 77 du Gouvernement à l'article premier de la proposition de loi, adoptée par le Sénat, visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).","Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,435,28/03/2018,absent,False,Gouvernement,"Scrutin n° 435 du 28/03/2018 : l'amendement n° 77 du Gouvernement à l'article premier de la proposition de loi, adoptée par le Sénat, visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).","Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
Mme Valéria Faure-Muntian,LAREM,435,28/03/2018,absent,False,Gouvernement,"Scrutin n° 435 du 28/03/2018 : l'amendement n° 77 du Gouvernement à l'article premier de la proposition de loi, adoptée par le Sénat, visant à simplifier et mieux encadrer le régime d'ouverture et de contrôle des établissements privés hors contrat (première lecture).","Education :  encadrement du régime d'ouverture des établissements privés hors contrat	
",Scrutins publics ordinaires,amendement
M. Jean-Michel Mis,LAREM,443,05/04/2018,absent,False,LR,Scrutin n° 443 du 05/04/2018 : l'amendement n° 13 de M. Saddier et l'amendement identique suivant à l'article premier de la proposition de loi relative à l'accueil des gens du voyage et à la lutte contre les installations illicites (première lecture).,Collectivités territoriales : accueil des gens du voyage et lutte contre les installations illicites,Scrutins publics ordinaires,amendement
M. Julien Borowczyk,LAREM,443,05/04/2018,absent,False,LR,Scrutin n° 443 du 05/04/2018 : l'amendement n° 13 de M. Saddier et l'amendement identique suivant à l'article premier de la proposition de loi relative à l'accueil des gens du voyage et à la lutte contre les installations illicites (première lecture).,Collectivités territoriales : accueil des gens du voyage et lutte contre les installations illicites,Scrutins publics ordinaires,amendement
M. Régis Juanico,SOC,443,05/04/2018,absent,False,LR,Scrutin n° 443 du 05/04/2018 : l'amendement n° 13 de M. Saddier et l'amendement identique suivant à l'article premier de la proposition de loi relative à l'accueil des gens du voyage et à la lutte contre les installations illicites (première lecture).,Collectivités territoriales : accueil des gens du voyage et lutte contre les installations illicites,Scrutins publics ordinaires,amendement
Mme Nathalie Sarles,LAREM,443,05/04/2018,absent,False,LR,Scrutin n° 443 du 05/04/2018 : l'amendement n° 13 de M. Saddier et l'amendement identique suivant à l'article premier de la proposition de loi relative à l'accueil des gens du voyage et à la lutte contre les installations illicites (première lecture).,Collectivités territoriales : accueil des gens du voyage et lutte contre les installations illicites,Scrutins publics ordinaires,amendement
M. Dino Cinieri,LR,443,05/04/2018,absent,False,LR,Scrutin n° 443 du 05/04/2018 : l'amendement n° 13 de M. Saddier et l'amendement identique suivant à l'article premier de la proposition de loi relative à l'accueil des gens du voyage et à la lutte contre les installations illicites (première lecture).,Collectivités territoriales : accueil des gens du voyage et lutte contre les installations illicites,Scrutins publics ordinaires,amendement
